filename,timestamp[ms],diameter[px],diameterSec[px],physicaldiameter[mm],width[px],height[px],widthSec[px],heightSec[px],center_x,center_y,center_xSec,center_ySec,angle[deg],angleSec[deg],circumference[px],circumferenceSec[px],confidence,outline_confidence,confidenceSec,outline_confidenceSec
1603365086536.bmp,1603482880605,111,113,4.99087,107,111,106,113,1108.14,478.439,693.677,508.574,4.07072,177.278,342.462,344.092,1,1,1,1
1603365086569.bmp,1603482880625,111,113,4.99273,108,111,106,113,1108.18,478.567,693.635,508.517,4.93927,177.027,344.021,344.092,1,1,1,1
1603365086602.bmp,1603482880645,111,113,4.99634,108,111,106,113,1108.29,478.322,693.62,508.488,179.53,177.391,344.021,344.092,1,1,1,1
1603365086636.bmp,1603482880665,111,28,3.01618,107,111,27,28,1108.28,478.324,718.523,480.807,2.51817,149.493,342.462,86.4009,1,1,0.818182,0.69697
1603365086666.bmp,1603482880685,111,113,4.99054,107,111,106,113,1108.26,478.34,693.521,508.376,1.61356,178.566,342.462,344.092,1,1,1,1
1603365086702.bmp,1603482880705,111,113,4.99323,108,111,106,113,1108.32,478.641,693.643,508.648,2.286,178.301,344.021,344.092,1,1,1,1
1603365086736.bmp,1603482880725,111,113,4.99338,108,111,106,113,1107.92,478.374,693.412,508.318,7.1551,176.995,344.021,344.092,1,1,1,1
1603365086769.bmp,1603482880745,111,113,5.00392,108,111,106,113,1108.17,477.939,693.36,508.004,177.705,177.215,344.021,344.092,1,1,1,1
1603365086802.bmp,1603482880765,111,113,4.99184,108,111,106,113,1108.35,478.51,693.659,508.534,1.33468,177.485,344.021,344.092,1,1,1,1
1603365086836.bmp,1603482880785,111,113,4.99324,107,111,106,113,1108.17,478.279,693.412,508.318,0.961539,176.995,342.462,344.092,1,1,1,1
1603365086869.bmp,1603482880805,111,113,4.99548,108,111,106,113,1107.95,478.387,693.349,508.337,6.69656,177.958,344.021,344.092,1,1,1,1
1603365086902.bmp,1603482880825,111,113,4.99368,108,111,106,113,1108,478.451,693.365,508.43,6.78512,178.267,344.021,344.092,1,1,1,1
1603365086936.bmp,1603482880845,111,113,4.99666,108,111,106,113,1107.91,477.983,693.223,508.125,0.964492,174.985,344.021,344.092,1,1,1,1
1603365086969.bmp,1603482880865,111,113,5.00696,107,111,106,113,1107.7,477.448,693.036,507.468,0.416149,176.614,342.462,344.092,1,1,1,1
1603365087002.bmp,1603482880885,111,113,5.0017,107,111,106,113,1107.6,476.845,692.93,506.996,0.307555,177.97,342.462,344.092,1,1,1,1
1603365087036.bmp,1603482880905,111,113,5.00688,107,111,106,113,1107.84,477.368,693.061,507.399,179.957,176.649,342.462,344.092,1,1,1,1
1603365087069.bmp,1603482880925,111,113,4.99886,108,111,106,113,1107.93,477.313,693.256,507.335,178.726,179.36,344.021,344.092,1,1,1,1
1603365087102.bmp,1603482880945,111,113,4.99907,108,111,106,113,1108.08,477.353,693.322,507.492,174.025,1.80245,344.021,344.092,1,1,1,1
1603365087136.bmp,1603482880965,111,113,4.99939,108,111,106,113,1107.84,477.36,693.047,507.364,178.816,177.165,344.021,344.092,1,1,1,1
1603365087169.bmp,1603482880985,111,113,4.9997,108,111,106,113,1108.16,477.434,693.344,507.496,176.569,1.98438,344.021,344.092,1,1,1,1
1603365087202.bmp,1603482881005,111,113,4.99999,108,111,105,113,1108.11,477.268,693.491,507.345,176.081,179.836,344.021,342.549,1,1,1,1
1603365087236.bmp,1603482881025,111,113,5.00376,107,111,106,113,1107.67,477.085,693.05,507.079,3.21389,177.358,342.462,344.092,1,1,1,1
1603365087269.bmp,1603482881045,111,113,5.00396,107,111,106,113,1107.83,477.168,693.102,507.118,178.098,178.61,342.462,344.092,1,1,1,1
1603365087302.bmp,1603482881065,111,113,5.00326,108,111,106,113,1108,477.098,693.374,507.214,178.925,177.025,344.021,344.092,1,1,1,1
1603365087336.bmp,1603482881085,111,113,5.00472,107,111,106,113,1107.96,477.124,693.295,507.143,177.645,177.52,342.462,344.092,1,1,1,1
1603365087369.bmp,1603482881105,111,113,5.00245,107,111,106,113,1107.76,477.388,693.055,507.376,179.574,177.089,342.462,344.092,1,1,1,1
1603365087402.bmp,1603482881125,111,113,5.00308,108,111,106,113,1107.91,477.274,693.33,507.481,1.19197,1.82709,344.021,344.092,1,1,1,1
1603365087436.bmp,1603482881145,111,113,4.99703,107,111,106,113,1107.93,476.936,693.461,507.089,4.23159,177.29,342.462,344.092,1,1,1,1
1603365087469.bmp,1603482881165,111,113,4.99424,107,111,106,113,1107.65,476.715,693.105,506.883,0.337859,176.665,342.462,344.092,1,1,1,1
1603365087502.bmp,1603482881185,111,113,5.00738,107,111,106,113,1107.72,476.949,693.038,507.121,2.45864,178.111,342.462,344.092,1,1,1,1
1603365087536.bmp,1603482881205,111,113,5.00227,107,111,106,113,1107.66,476.759,692.962,506.922,177.54,177.838,342.462,344.092,1,1,1,1
1603365087569.bmp,1603482881225,111,113,4.99936,107,111,106,113,1107.79,476.786,693.097,506.875,179.226,176.906,342.462,344.092,1,1,1,1
1603365087600.bmp,1603482881245,111,113,4.99714,107,111,106,113,1107.77,476.669,693.158,506.759,178.283,176.819,342.462,344.092,1,1,1,1
1603365087633.bmp,1603482881265,111,113,4.99877,108,111,106,113,1107.71,476.536,692.931,506.505,0.450544,176.23,344.021,344.092,1,1,1,1
1603365087666.bmp,1603482881285,111,113,4.99753,108,111,106,113,1107.66,476.41,693.05,506.42,0.0459498,175.938,344.021,344.092,1,1,1,1
1603365087702.bmp,1603482881305,111,113,4.99777,108,111,106,113,1107.53,476.105,692.949,506.264,178.178,176.482,344.021,344.092,1,1,1,1
1603365087736.bmp,1603482881325,111,113,4.994,108,111,106,113,1107.5,476.188,692.855,506.17,177.62,177.321,344.021,344.092,1,1,1,1
1603365087769.bmp,1603482881345,111,113,5.00085,108,111,106,113,1107.77,476.389,693.102,506.348,179.425,176.373,344.021,344.092,1,1,1,1
1603365087800.bmp,1603482881365,111,113,4.99251,108,111,106,113,1107.83,476.218,693.245,506.372,177.887,177.469,344.021,344.092,1,1,1,1
1603365087836.bmp,1603482881385,111,113,4.99972,108,111,106,113,1107.83,476.56,693.237,506.677,1.60198,177.57,344.021,344.092,1,1,1,1
1603365087869.bmp,1603482881405,111,113,4.99987,107,111,106,113,1107.65,476.51,693.104,506.627,1.5341,176.536,342.462,344.092,1,1,1,1
1603365087902.bmp,1603482881425,111,113,5.00033,107,111,106,113,1107.78,476.756,693.12,506.862,0.0634893,177.158,342.462,344.092,1,1,1,1
1603365087933.bmp,1603482881445,111,113,5.0056,107,111,106,113,1107.89,476.758,693.226,506.973,1.4561,176.701,342.462,344.092,1,1,1,1
1603365087969.bmp,1603482881465,111,113,4.99629,107,111,106,113,1107.73,476.936,693.147,506.83,1.94593,176.117,342.462,344.092,1,1,1,1
1603365088002.bmp,1603482881485,111,113,4.99841,107,111,106,113,1107.75,476.724,693.141,506.798,178.368,176.325,342.462,344.092,1,1,1,1
1603365088036.bmp,1603482881505,111,113,4.99137,107,111,106,113,1107.71,476.6,693.12,506.588,0.121574,176.551,342.462,344.092,1,1,1,1
1603365088069.bmp,1603482881525,111,113,4.99735,107,111,106,113,1107.56,476.594,693.081,506.821,2.77314,177.186,342.462,344.092,1,1,1,1
1603365088102.bmp,1603482881545,111,113,5.00568,107,111,106,113,1107.32,476.6,692.568,506.681,0.326041,178.361,342.462,344.092,1,1,1,1
1603365088136.bmp,1603482881565,111,113,5.00063,107,111,106,113,1107.13,476.195,692.296,506.141,0.629356,177.882,342.462,344.092,1,1,1,1
1603365088169.bmp,1603482881585,111,113,4.98985,108,111,106,113,1107.05,476.15,692.251,506.165,2.90081,177.783,344.021,344.092,1,1,1,1
1603365088200.bmp,1603482881605,111,113,5.00077,107,111,106,113,1107.07,476.446,692.473,506.603,178.78,0.528331,342.462,344.092,1,1,1,1
1603365088236.bmp,1603482881625,111,113,5.0072,108,111,106,113,1107.19,476.599,692.463,506.609,178.243,178.097,344.021,344.092,1,1,1,1
1603365088269.bmp,1603482881645,111,113,5.0033,107,111,106,113,1107.16,476.619,692.355,506.498,1.07379,178.377,342.462,344.092,1,1,1,1
1603365088302.bmp,1603482881665,111,113,5.00141,108,111,106,113,1107.22,476.651,692.42,506.507,179.377,178.976,344.021,344.092,1,1,1,1
1603365088336.bmp,1603482881685,111,113,5.00677,108,111,106,113,1106.84,476.529,692.318,506.431,178.184,178.586,344.021,344.092,1,1,1,1
1603365088366.bmp,1603482881705,111,113,4.98752,108,111,106,113,1106.36,476.139,691.732,506.359,1.11725,178.235,344.021,344.092,1,1,1,1
1603365088402.bmp,1603482881725,111,113,4.98821,108,111,106,113,1106.45,476.17,691.66,506.376,0.044106,179.371,344.021,344.092,1,1,1,1
1603365088436.bmp,1603482881745,111,113,5.00296,108,111,106,113,1106.58,476.463,691.892,506.64,174.937,175.782,344.021,344.092,1,1,1,1
1603365088469.bmp,1603482881765,111,113,4.99948,107,111,106,113,1106.37,476.34,691.619,506.491,2.42542,178.171,342.462,344.092,1,1,1,1
1603365088502.bmp,1603482881785,111,113,4.9964,107,111,106,113,1106.34,476.524,691.533,506.492,178.643,177.514,342.462,344.092,1,1,1,1
1603365088536.bmp,1603482881805,111,113,5.00403,108,111,106,113,1106.45,477.009,691.677,506.877,179.627,179.463,344.021,344.092,1,1,1,1
1603365088569.bmp,1603482881825,111,113,4.99908,108,111,106,113,1106.45,476.988,691.726,507.135,2.64054,178.583,344.021,344.092,1,1,1,1
1603365088602.bmp,1603482881845,111,113,4.99414,108,111,106,113,1106.43,476.913,691.756,506.929,1.36102,178.165,344.021,344.092,1,1,1,1
1603365088636.bmp,1603482881865,111,113,4.9888,108,111,106,113,1106.23,477.299,691.682,507.272,3.57687,179.704,344.021,344.092,1,1,1,1
1603365088669.bmp,1603482881885,30,113,3.28125,30,30,106,113,1110.76,435.32,691.414,507.425,0,175.72,94.2478,344.092,0.8125,0.78125,1,1
1603365088702.bmp,1603482881905,111,113,4.99285,108,111,106,113,1106.2,477.346,691.582,507.301,176.923,0.773077,344.021,344.092,1,1,1,1
1603365088736.bmp,1603482881925,111,113,4.99934,108,111,106,113,1105.74,477.185,691.179,507.247,5.3781,179.864,344.021,344.092,1,1,1,1
1603365088769.bmp,1603482881945,111,113,4.99598,107,111,106,113,1105.52,477.368,691.057,507.36,3.2878,177.69,342.462,344.092,1,1,1,1
1603365088802.bmp,1603482881965,111,113,4.99685,107,111,106,113,1105.62,477.306,691.157,507.269,3.41664,179.957,342.462,344.092,1,1,1,1
1603365088836.bmp,1603482881985,111,113,5.00152,108,111,106,113,1105.61,477.38,690.88,507.349,178.818,176.843,344.021,344.092,1,1,1,1
1603365088869.bmp,1603482882005,111,113,4.9972,107,111,106,113,1104.99,477.172,690.695,507.207,6.06369,176.252,342.462,344.092,1,1,1,1
1603365088902.bmp,1603482882025,111,113,5.0003,108,111,106,113,1105.66,477.393,690.879,507.36,0.918514,176.901,344.021,344.092,1,1,1,1
1603365088933.bmp,1603482882045,111,113,4.99625,108,111,106,113,1105.66,477.414,691.081,507.4,1.37786,177.702,344.021,344.092,1,1,1,1
1603365088969.bmp,1603482882065,111,113,4.9999,107,111,106,113,1105.64,477.451,691.21,507.478,4.30816,177.719,342.462,344.092,1,1,1,1
1603365089002.bmp,1603482882085,111,113,4.99896,107,111,106,113,1105.35,477.091,691.039,507.253,6.61992,177.243,342.462,344.092,1,1,1,1
1603365089036.bmp,1603482882105,111,113,5.00248,107,111,106,113,1105.1,477.156,690.776,507.084,1.20741,177.697,342.462,344.092,1,1,1,1
1603365089069.bmp,1603482882125,111,113,5.00651,108,111,106,113,1104.95,476.932,690.592,506.741,2.11079,177.697,344.021,344.092,1,1,1,1
1603365089102.bmp,1603482882145,111,113,5.00287,108,111,106,113,1104.9,476.833,690.653,506.785,6.43747,178.036,344.021,344.092,1,1,1,1
1603365089136.bmp,1603482882165,111,113,4.99323,107,111,106,113,1104.98,477.089,690.636,506.817,2.7519,176.497,342.462,344.092,1,1,1,1
1603365089169.bmp,1603482882185,111,113,4.99569,107,111,106,113,1104.69,476.895,690.562,506.894,7.1003,176.48,342.462,344.092,1,1,1,1
1603365089202.bmp,1603482882205,111,113,4.99881,107,111,106,113,1104.81,476.956,690.599,506.887,3.54969,176.427,342.462,344.092,1,1,1,1
1603365089233.bmp,1603482882225,111,113,4.99912,107,111,106,113,1104.84,477.08,690.728,507.049,4.14912,176.316,342.462,344.092,1,1,1,1
1603365089269.bmp,1603482882245,111,113,4.99954,107,111,106,113,1104.72,477.187,690.559,507.055,5.24044,177.515,342.462,344.092,1,1,1,1
1603365089302.bmp,1603482882265,111,113,4.99333,108,111,106,113,1104.69,477.07,690.581,507.072,8.76468,177.367,344.021,344.092,1,1,1,1
1603365089333.bmp,1603482882285,111,113,4.99379,107,111,106,113,1104.86,477.183,690.915,507.312,7.82472,177.055,342.462,344.092,1,1,1,1
1603365089369.bmp,1603482882305,111,113,4.9888,107,111,106,113,1104.73,477.275,690.725,507.448,10.3761,178.366,342.462,344.092,1,1,1,1
1603365089402.bmp,1603482882325,110,113,4.98765,107,110,106,113,1104.89,477.287,690.784,507.515,6.28896,177.203,340.879,344.092,1,1,1,1
1603365089436.bmp,1603482882345,111,113,4.98817,108,111,106,113,1104.65,477.277,690.357,507.46,6.6707,176.56,344.021,344.092,1,1,1,1
1603365089469.bmp,1603482882365,111,113,4.99519,107,111,106,113,1104.76,477.293,690.47,507.398,5.03009,176.608,342.462,344.092,1,1,1,1
1603365089502.bmp,1603482882385,111,113,4.99635,107,111,106,113,1104.75,477.264,690.456,507.406,4.34959,177.269,342.462,344.092,1,1,1,1
1603365089536.bmp,1603482882405,111,113,4.9961,108,111,106,113,1104.46,476.861,690.09,506.998,5.07522,176.683,344.021,344.092,1,1,1,1
1603365089566.bmp,1603482882425,111,113,4.99843,108,111,106,113,1104.47,476.85,690.195,506.92,5.32707,176.352,344.021,344.092,1,1,1,1
1603365089602.bmp,1603482882445,111,113,5.00114,107,111,106,113,1104.74,477.12,690.503,506.979,5.33212,177.633,342.462,344.092,1,1,1,1
1603365089636.bmp,1603482882465,111,113,4.99452,107,111,106,113,1104.8,476.99,690.597,506.79,3.95506,176.343,342.462,344.092,1,1,1,1
1603365089666.bmp,1603482882485,111,113,4.99896,107,111,106,113,1104.72,477.016,690.568,506.914,3.67427,176.581,342.462,344.092,1,1,1,1
1603365089702.bmp,1603482882505,111,113,4.99562,108,111,106,113,1104.9,477.058,690.576,506.798,0.271024,176.063,344.021,344.092,1,1,1,1
1603365089736.bmp,1603482882525,111,113,5.0001,107,111,106,113,1104.64,476.871,690.43,506.809,4.54075,176.603,342.462,344.092,1,1,1,1
1603365089769.bmp,1603482882545,111,113,5.00056,107,111,106,113,1104.43,476.49,689.951,506.639,7.50112,176.101,342.462,344.092,1,1,1,1
1603365089802.bmp,1603482882565,111,113,4.99878,107,111,106,113,1104.45,476.477,690.188,506.597,7.71474,175.736,342.462,344.092,1,1,1,1
1603365089836.bmp,1603482882585,111,113,4.99491,108,111,106,113,1104.92,476.541,690.614,506.677,1.39534,178.142,344.021,344.092,1,1,1,1
1603365089869.bmp,1603482882605,111,113,4.98976,108,111,106,113,1104.89,477.074,690.625,506.802,4.07254,176.456,344.021,344.092,1,1,1,1
1603365089902.bmp,1603482882625,111,113,4.99325,108,111,106,113,1104.62,476.8,690.392,506.662,0.603865,177.641,344.021,344.092,1,1,1,1
1603365089933.bmp,1603482882645,111,113,5.01152,108,111,106,113,1104.92,476.861,690.611,506.77,4.5003,177.529,344.021,344.092,1,1,1,1
1603365089969.bmp,1603482882665,111,113,5.00112,107,111,106,113,1105.17,476.408,690.7,506.535,4.57849,177.638,342.462,344.092,1,1,1,1
1603365090000.bmp,1603482882685,111,113,4.99561,107,111,106,113,1104.94,476.045,690.54,506.122,7.52439,178.976,342.462,344.092,1,1,1,1
1603365090036.bmp,1603482882705,111,113,4.99296,107,111,106,113,1104.94,475.885,690.526,506.081,6.96722,178.376,342.462,344.092,1,1,1,1
1603365090069.bmp,1603482882725,111,113,4.98772,107,111,106,113,1105.21,475.827,690.657,506.032,4.14903,178.172,342.462,344.092,1,1,1,1
1603365090102.bmp,1603482882745,111,113,4.99375,107,111,106,113,1105.22,475.785,690.717,505.864,4.21022,178.695,342.462,344.092,1,1,1,1
1603365090136.bmp,1603482882765,111,113,5.00568,108,111,105,113,1105.54,475.763,690.924,505.667,178.822,178.398,344.021,342.549,1,1,1,1
1603365090169.bmp,1603482882785,111,113,5.00137,108,111,106,113,1105.57,475.767,691.079,505.671,179.836,178.067,344.021,344.092,1,1,1,1
1603365090202.bmp,1603482882805,111,113,5.00092,107,111,105,113,1105.44,475.57,690.908,505.476,4.31981,177.404,342.462,342.549,1,1,1,1
1603365090236.bmp,1603482882825,111,113,5.00141,107,111,105,113,1105.44,475.612,690.927,505.529,3.40087,177.827,342.462,342.549,1,1,1,1
1603365090266.bmp,1603482882845,111,113,5.00757,107,111,106,113,1105.56,475.272,690.901,505.351,1.48974,177.485,342.462,344.092,1,1,1,1
1603365090302.bmp,1603482882865,111,113,5.0009,108,111,106,113,1105.21,475.191,690.686,505.068,1.45699,176.472,344.021,344.092,1,1,1,1
1603365090336.bmp,1603482882885,111,113,4.99835,108,111,106,113,1105.55,475.269,690.914,505.211,179.875,176.784,344.021,344.092,1,1,1,1
1603365090369.bmp,1603482882905,111,113,4.99307,108,111,106,113,1105.55,475.159,690.867,505.012,0.305454,177.125,344.021,344.092,1,1,1,1
1603365090402.bmp,1603482882925,111,113,5.00612,107,111,105,113,1105.6,475.598,690.885,505.482,177.61,177.282,342.462,342.549,1,1,1,1
1603365090436.bmp,1603482882945,111,113,5.00687,107,111,105,113,1105.59,475.35,690.936,505.43,3.20462,177.54,342.462,342.549,1,1,1,1
1603365090469.bmp,1603482882965,111,113,5.00476,107,111,106,113,1105.58,475.389,690.979,505.411,4.71194,178.206,342.462,344.092,1,1,1,1
1603365090502.bmp,1603482882985,111,113,4.99926,107,111,106,113,1105.63,475.395,691.009,505.471,5.0485,178.253,342.462,344.092,1,1,1,1
1603365090536.bmp,1603482883005,111,113,4.99886,107,111,106,113,1105.62,475.298,691.059,505.431,2.98966,178.162,342.462,344.092,1,1,1,1
1603365090569.bmp,1603482883025,111,113,5.00226,107,111,106,113,1105.76,475.342,691.178,505.408,2.33745,177.749,342.462,344.092,1,1,1,1
1603365090602.bmp,1603482883045,111,113,4.9968,107,111,106,113,1105.7,475.276,691.144,505.259,2.2417,177.959,342.462,344.092,1,1,1,1
1603365090636.bmp,1603482883065,111,113,5.00211,107,111,106,113,1105.78,475.22,691.215,505.257,2.68248,177.852,342.462,344.092,1,1,1,1
1603365090669.bmp,1603482883085,111,113,5.0044,107,111,106,113,1105.96,475.008,691.341,505.1,0.491675,176.167,342.462,344.092,1,1,1,1
1603365090702.bmp,1603482883105,111,113,4.99141,107,111,106,113,1105.88,474.922,691.242,504.992,5.33509,176.828,342.462,344.092,1,1,1,1
1603365090736.bmp,1603482883125,111,113,5.00471,107,111,106,113,1105.91,474.927,691.233,504.976,176.435,176.63,342.462,344.092,1,1,1,1
1603365090769.bmp,1603482883145,111,113,5.0019,107,111,106,113,1105.77,474.878,691.182,504.941,178.601,176.608,342.462,344.092,1,1,1,1
1603365090802.bmp,1603482883165,111,113,4.99791,108,111,106,113,1105.89,474.662,691.218,504.784,0.40597,177.232,344.021,344.092,1,1,1,1
1603365090836.bmp,1603482883185,111,113,4.99767,108,111,106,113,1105.84,474.657,691.272,504.804,0.663151,176.597,344.021,344.092,1,1,1,1
1603365090869.bmp,1603482883205,111,113,4.99366,107,111,106,113,1105.99,474.899,691.259,504.843,4.11378,176.598,342.462,344.092,1,1,1,1
1603365090900.bmp,1603482883225,111,113,4.99911,108,111,106,113,1105.82,474.861,691.264,504.813,179.74,176.395,344.021,344.092,1,1,1,1
1603365090936.bmp,1603482883245,111,113,4.99476,107,111,106,113,1105.76,474.796,691.197,504.921,2.67414,177.092,342.462,344.092,1,1,1,1
1603365090969.bmp,1603482883265,111,113,5.00216,107,111,106,113,1105.9,474.992,691.241,505.022,0.743884,176.929,342.462,344.092,1,1,1,1
1603365091002.bmp,1603482883285,111,113,4.99483,107,111,106,113,1105.89,474.952,691.224,504.951,4.35573,176.857,342.462,344.092,1,1,1,1
1603365091036.bmp,1603482883305,111,113,5.00366,107,111,106,113,1105.86,474.902,691.262,504.86,178.762,176.708,342.462,344.092,1,1,1,1
1603365091069.bmp,1603482883325,111,113,4.9982,108,111,106,113,1105.81,474.823,691.259,504.843,0.0887551,176.598,344.021,344.092,1,1,1,1
1603365091102.bmp,1603482883345,111,113,4.99493,107,111,106,113,1105.71,474.715,690.971,504.596,178.517,175.133,342.462,344.092,1,1,1,1
1603365091136.bmp,1603482883365,111,113,4.99965,107,111,106,113,1105.47,474.796,690.715,504.74,1.21415,177.652,342.462,344.092,1,1,1,1
1603365091169.bmp,1603482883385,111,113,4.99735,107,111,105,113,1105.39,474.272,690.63,504.427,178.138,178.428,342.462,342.549,1,1,1,1
1603365091202.bmp,1603482883405,111,113,4.99974,108,111,106,113,1105.25,474.334,690.474,504.326,2.05928,178.092,344.021,344.092,1,1,1,1
1603365091236.bmp,1603482883425,111,113,4.99281,108,111,105,113,1105.46,474.283,690.749,504.348,177.407,176.558,344.021,342.549,1,1,1,1
1603365091269.bmp,1603482883445,111,113,5.00779,107,111,106,113,1105.62,474.544,690.858,504.485,179.583,175.559,342.462,344.092,1,1,1,1
1603365091302.bmp,1603482883465,111,113,5.00299,107,111,106,113,1105.63,474.53,690.826,504.484,179.321,175.811,342.462,344.092,1,1,1,1
1603365091336.bmp,1603482883485,111,113,5.00507,107,111,106,113,1105.64,474.539,690.996,504.419,177.708,175.862,342.462,344.092,1,1,1,1
1603365091369.bmp,1603482883505,111,113,4.99318,108,111,106,113,1106.12,474.666,691.435,504.596,4.48103,177.958,344.021,344.092,1,1,1,1
1603365091402.bmp,1603482883525,111,113,4.99846,107,111,106,113,1106.11,474.561,691.551,504.591,0.176334,177.24,342.462,344.092,1,1,1,1
1603365091436.bmp,1603482883545,111,113,4.99823,108,111,106,113,1105.99,474.771,691.371,504.796,3.07397,177.787,344.021,344.092,1,1,1,1
1603365091469.bmp,1603482883565,111,113,4.99671,108,111,106,113,1105.94,474.802,691.326,504.835,2.9053,177.534,344.021,344.092,1,1,1,1
1603365091502.bmp,1603482883585,111,113,4.99888,108,111,106,113,1106.16,474.96,691.594,504.905,179.117,178.318,344.021,344.092,1,1,1,1
1603365091536.bmp,1603482883605,111,113,4.99977,108,111,106,113,1106.63,474.898,691.868,504.858,177.333,176.72,344.021,344.092,1,1,1,1
1603365091569.bmp,1603482883625,111,113,4.9953,108,111,106,113,1106.54,474.817,691.799,504.766,176.152,177.027,344.021,344.092,1,1,1,1
1603365091602.bmp,1603482883645,111,113,4.99786,107,111,106,113,1106.16,474.56,691.609,504.613,1.18429,178.287,342.462,344.092,1,1,1,1
1603365091636.bmp,1603482883665,111,113,4.99736,107,111,106,113,1106.17,474.541,691.62,504.615,0.954662,178.344,342.462,344.092,1,1,1,1
1603365091669.bmp,1603482883685,111,113,4.99982,107,111,106,113,1106.3,474.509,691.714,504.664,0.0710751,177.956,342.462,344.092,1,1,1,1
1603365091702.bmp,1603482883705,111,113,5.0043,108,111,106,113,1106.48,474.537,691.944,504.689,177.676,176.16,344.021,344.092,1,1,1,1
1603365091736.bmp,1603482883725,111,113,4.99757,108,111,106,113,1106.36,474.323,691.782,504.354,1.36683,178.701,344.021,344.092,1,1,1,1
